STUID,GENDER,ETHNICITY,CITY,DISTRICT,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,ENROLLEDSEMESTER
23217,F,Creole,BELIZE,BELIZE,ST. CATHERINE ACADEMY,8/17/2020,AINT,Information Technology,11,Associate Degree,In Process,,1/18/2023,2020-1
23248,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,EDEN SDA HIGH,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
23268,F,Other,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,,12/9/2022,2000-1
23300,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,7/22/2022,2020-2
23330,F,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
23332,F,East Indian,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,Dropped,,,2020-2
23344,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2020-1
23372,F,Creole,SANTA ELENA TOWN,CAYO,ST. IGNATIUS HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Dropped,,,2020-1
23388,M,East Indian,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
23406,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN METHODIST HIGH SCHOOL,1/18/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-2
23431,M,Mestizo,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
23437,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2020,AINT,Information Technology,11,Associate Degree,Dropped,,,2020-1
23468,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
23476,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
23490,F,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
23503,M,Other,BELMOPAN,CAYO,ST. JOHN'S COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
23527,F,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
23533,M,Other,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2019-3
23564,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
23565,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/17/2020,AINT,Information Technology,11,Associate Degree,In Process,,1/12/2023,2019-3
23600,M,Creole,-,BELIZE,EDWARD P. YORKE,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
23609,M,Other,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-3
23610,F,Creole,BELIZE CITY,BELIZE,ST. CATHERINE ACADEMY,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
23617,F,Mestizo,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
23638,M,Mestizo,BELIZE CITY,BELIZE,NAZARENE HIGH SCHOOL,1/18/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
23666,F,Creole,-,BELIZE,PALLOTTI HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Dropped,,,2020-2
23687,M,Garifuna,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
23695,F,Creole,-,CAYO,AYOUNG NAZARENE HIGH SCHOOL,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2000-1
23725,M,Mestizo,COROZAL TOWN,COROZAL,UNIVERSITY OF BELIZE,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
23732,M,Other,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/17/2020,AINT,Information Technology,11,Associate Degree,Dropped,,1/18/2023,2000-1
23764,F,Other,-,TOLEDO,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
23787,M,Mayan,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2019-3
23817,M,Other,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,7/22/2022,2020-1
23849,M,Creole,BELIZE CITY,BELIZE,NAZARENE HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
23855,M,Garifuna,-,BELIZE,ST. JOHN'S COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
23856,M,Creole,PUNTA GORDA TOWN,TOLEDO,*WESLEY COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
23885,M,Other,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
23892,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
23919,M,Mestizo,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/17/2023,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
23921,F,Creole,-,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
23933,M,Garifuna,BELIZE CITY,BELIZE,INDEPENDENCE JUNIOR COLLEGE,8/13/2020,AINT,Information Technology,11,Associate Degree,In Process,,1/4/2023,2000-1
23963,M,Creole,Teakettle village,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Dropped,,,2020-2
23972,M,Mestizo,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2000-1
24001,M,Mestizo,SAN IGNACIO,CAYO,ESCUELA MEXICO,8/17/2020,AINT,Information Technology,11,Associate Degree,In Process,,1/17/2023,2020-1
24028,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,7/22/2022,2020-1
24060,M,Creole,BELIZE CITY,BELIZE,GWEN LIZARRAGA EVENING DIVISION,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
24061,M,Mestizo,-,ORANGE WALK,MUFFLES JUNIOR COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
24072,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2020-1
24086,F,Other,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
24093,M,Other,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/17/2020,AINT,Information Technology,11,Associate Degree,Graduated,10/15/2022,5/20/2022,2020-1
24121,M,Mestizo,SANTA ELENA,CAYO,EDEN SDA HIGH,8/17/2020,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
24146,F,Mestizo,BELIZE CITY,BELIZE,ST. CATHERINE ACADEMY,1/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
24167,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
24173,M,Mayan,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
24179,F,Mayan,-,TOLEDO,PROVIDENCE SDA HIGH SCHOOL,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
24187,M,Other,SAN IGNACIO TOWN,BELIZE,SACRED HEART COLLEGE,8/1/2020,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-1
24191,M,Mestizo,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24194,M,Mestizo,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/16/2021,AINT,Information Technology,11,Associate Degree,In Process,,1/3/2023,2021-2
24222,F,Creole,Belize City,Belize District,ST. CATHERINE ACADEMY,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24226,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
24245,M,Other,BELMOPAN,CAYO,CAYO CHRISTIAN ACADEMY,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
24265,M,Creole,BELIZE CITY,BELIZE,MUFFLES COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24287,F,Ketchi,CITY OF BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24294,M,Creole,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24315,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
24330,F,Creole,-,CAYO,ST. IGNATIUS HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24358,M,Mestizo,-,BELIZE,EDWARD P. YORKE,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
24365,M,Mestizo,-,BELIZE,ST. CATHERINE ACADEMY,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24369,M,Ketchi,BELMOPAN,CAYO,JULIAN CHO TECHNICAL HIGH,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
24396,M,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24407,F,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/17/2023,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
24412,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,ST. PETER CLAVER EXTENSION,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
24420,M,Creole,-,BELIZE,PALLOTTI HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24432,M,Creole,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2021,AINT,Information Technology,11,Associate Degree,Transferred,,,2021-1
24443,F,Mestizo,-,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-1
24456,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,BISHOP MARTIN HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24485,F,Garifuna,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
24509,F,Garifuna,LADYVILLE,BELIZE,EDWARD P. YORKE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24528,F,Mestizo,-,CAYO,CAYO CHRISTIAN ACADEMY,8/16/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2020-3
24556,F,Mestizo,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,Terminated,,,2020-3
24558,M,Oriental,-,STANN CREEK,KING'S COLLEGE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24571,F,Mayan,-,ORANGE WALK,ST. PETER CLAVER EXTENSION,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24582,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24610,M,Creole,ORANGE WALK TOWN,ORANGE WALK,COROZAL JUNIOR COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
24637,F,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24659,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-1
24672,M,Creole,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24688,M,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24696,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,8/16/2021,AINT,Information Technology,11,Associate Degree,In Process,,1/17/2023,2021-1
24723,M,Mestizo,SANTA ELENA TOWN,CAYO,JOHN PAUL II JUNIOR COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24736,F,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24755,M,Mestizo,BELIZE CITY,BELIZE,SADIE VERNON TECHNICAL HIGH SC,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24761,M,Mayan,BENQUE VIEJO DEL CARMEN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24788,M,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24814,M,Oriental,ORANGE WALK ROAD,ORANGE WALK,EDWARD P. YORKE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24827,M,Mestizo,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24832,M,Garifuna,DANGRIGA,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
24835,M,Creole,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
24858,M,Mayan,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24883,F,Creole,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24889,M,Creole,-,COROZAL,COROZAL JUNIOR COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
24913,F,Other,SANTA ELENA TOWN,CAYO,EDEN SDA HIGH,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
24936,M,Other,-,CAYO,MOUNT CARMEL HIGH SCHOOL,1/17/2023,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
24939,M,Creole,BELMOPAN,CAYO,UNIVERSITY OF BELIZE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
24950,M,East Indian,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
24955,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24963,M,Mestizo,CITY OF BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
24972,M,Mestizo,-,BELIZE,OCEAN ACADEMY,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
24983,M,Ketchi,-,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
24989,F,Mayan,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2021,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
25005,F,Creole,-,BELIZE,EDWARD P. YORKE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
25012,F,Mestizo,-,BELIZE,CANAAN SDA HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
25026,M,Creole,BELMOPAN,CAYO,ESCUELA MEXICO JR COLLEGE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
25043,M,Creole,Belize City,Belize District,ST. JOHN'S COLLEGE,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
25054,M,Mayan,BELMOPAN,CAYO,FOREIGN,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-1
25064,F,Other,-,ORANGE WALK,LINDA VISTA HIGH SCHOOL,1/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-2
25081,M,Creole,BELIZE CITY,BELIZE,CANAAN SDA HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-3
25083,M,Mayan,-,CAYO,EDEN SDA HIGH,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25095,M,Mestizo,BELMOPAN,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2000-1
25109,M,Mestizo,-,COROZAL,BELIZE CHRISTIAN ACADEMY,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25120,M,Mestizo,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25134,M,Mestizo,-,TOLEDO,STANN CREEK ECUMENICAL HIGH SC,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
25148,F,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25163,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOUNT CARMEL HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25177,M,Creole,-,BELIZE,OCEAN ACADEMY,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25191,M,Mestizo,-,BELIZE,OCEAN ACADEMY,8/1/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2022-1
25199,M,Creole,BELIZE CITY,BELIZE,LADYVILLE TECHNICAL HIGH,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25202,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25215,M,Mestizo,BELMOPAN,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25229,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25231,M,Mayan,-,TOLEDO,ST. PETER CLAVER EXTENSION,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25244,M,Mestizo,-,BELIZE,EDWARD P. YORKE,8/1/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-3
25251,M,African,KANO CITY,Kano state,FOREIGN,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25253,M,Creole,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25264,M,Creole,BELMOPAN CITY,BELIZE,EDWARD P. YORKE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25275,M,Creole,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25281,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART JUNIOR COLLEGE,1/16/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
25285,M,Mestizo,BELMOPAN CITY,CAYO,MOUNT CARMEL HIGH SCHOOL,1/17/2023,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
25290,M,Mestizo,-,CAYO,BELMOPAN METHODIST HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-3
25297,F,Garifuna,-,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25311,M,Creole,BELIZE CITY,BELIZE,NAZARENE HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25321,M,Creole,-,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25336,M,East Indian,-,TOLEDO,INDEPENDENCE HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25348,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25354,M,Mestizo,-,STANN CREEK,STANN CREEK ECUMENICAL JR. COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25365,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25378,M,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,Graduated,,,2022-1
25382,M,Creole,-,BELIZE,CANAAN SDA HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-3
25390,M,Mestizo,SANTA ELENA TOWN,CAYO,EDEN SDA HIGH,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25398,F,Mayan,BELMOPAN CITY,CAYO,ESCUELA MEXICO JR COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25409,F,Mestizo,SAN IGNACIO TOWN,CAYO,SACRED HEART COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25421,F,Creole,-,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25428,M,Other,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2021-3
25442,M,Mayan,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-2
25444,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/15/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-3
25452,F,Mestizo,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25457,F,Creole,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,Dropped,,,2021-3
25464,M,Mayan,PUNTA GORDA TOWN,TOLEDO,PROVIDENCE SDA HIGH SCHOOL,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25470,F,East Indian,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2022,AINT,Information Technology,11,Associate Degree,In Process,,,2022-1
25481,F,Mayan,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/14/2023,AINT,Information Technology,11,Associate Degree,Dropped,,,2022-2
25687,F,Unknown,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,8/14/2006,AINT,Information Technology,11,Associate Degree,Transferred,,,2006-2
25743,F,Garifuna,PUNTA GORDA,TOLEDO,UNIVERSITY OF BELIZE,1/16/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-2
